view,LA,LV,RA,file_name
AP4,True,False,False,patient0421_4CH_ES_LA.png
AP4,True,False,False,patient0322_4CH_ED_LA.png
AP4,False,True,False,patient0441_4CH_ED_LV.png
AP2,False,True,False,patient0371_2CH_ES_LV.png
AP4,False,True,False,patient0362_4CH_ES_LV.png
AP4,False,True,False,patient0166_4CH_ES_LV.png
AP4,True,False,False,patient0148_4CH_ED_LA.png
AP4,False,True,False,patient0146_4CH_ES_LV.png
AP2,True,False,False,patient0325_2CH_ES_LA.png
AP2,True,False,False,patient0490_2CH_ED_LA.png
AP4,True,False,False,patient0170_4CH_ES_LA.png
AP4,True,False,False,patient0161_4CH_ED_LA.png
AP2,False,True,False,patient0428_2CH_ED_LV.png
AP2,True,False,False,patient0371_2CH_ED_LA.png
AP2,True,False,False,patient0434_2CH_ES_LA.png
AP2,False,True,False,patient0132_2CH_ED_LV.png
AP2,False,True,False,patient0107_2CH_ES_LV.png
AP2,False,True,False,patient0434_2CH_ED_LV.png
AP2,False,True,False,patient0025_2CH_ED_LV.png
AP2,False,True,False,patient0091_2CH_ES_LV.png
AP4,True,False,False,patient0114_4CH_ES_LA.png
AP2,False,True,False,patient0306_2CH_ES_LV.png
AP4,True,False,False,patient0011_4CH_ES_LA.png
AP2,False,True,False,patient0490_2CH_ES_LV.png
AP4,False,True,False,patient0029_4CH_ES_LV.png
AP2,True,False,False,patient0154_2CH_ES_LA.png
AP4,False,True,False,patient0065_4CH_ED_LV.png
AP2,False,True,False,patient0048_2CH_ED_LV.png
AP2,True,False,False,patient0446_2CH_ED_LA.png
AP4,False,True,False,patient0024_4CH_ES_LV.png
AP2,True,False,False,patient0120_2CH_ES_LA.png
AP4,True,False,False,patient0468_4CH_ED_LA.png
AP4,True,False,False,patient0495_4CH_ES_LA.png
AP4,True,False,False,patient0032_4CH_ED_LA.png
AP2,True,False,False,patient0424_2CH_ED_LA.png
AP2,True,False,False,patient0163_2CH_ED_LA.png
AP4,False,True,False,patient0202_4CH_ES_LV.png
AP4,False,True,False,patient0278_4CH_ED_LV.png
AP4,False,True,False,patient0443_4CH_ES_LV.png
AP4,True,False,False,patient0373_4CH_ED_LA.png
AP4,False,True,False,patient0002_4CH_ED_LV.png
AP4,False,True,False,patient0438_4CH_ED_LV.png
AP2,True,False,False,patient0419_2CH_ES_LA.png
AP2,True,False,False,patient0427_2CH_ES_LA.png
AP4,False,True,False,patient0185_4CH_ES_LV.png
AP4,True,False,False,patient0066_4CH_ED_LA.png
AP2,False,True,False,patient0460_2CH_ES_LV.png
AP2,True,False,False,patient0438_2CH_ED_LA.png
AP4,True,False,False,patient0086_4CH_ED_LA.png
AP2,True,False,False,patient0013_2CH_ES_LA.png
AP2,False,True,False,patient0149_2CH_ES_LV.png
AP4,True,False,False,patient0116_4CH_ES_LA.png
AP2,False,True,False,patient0145_2CH_ED_LV.png
AP4,False,True,False,patient0073_4CH_ES_LV.png
AP2,True,False,False,patient0116_2CH_ES_LA.png
AP4,True,False,False,patient0356_4CH_ED_LA.png
AP4,True,False,False,patient0455_4CH_ED_LA.png
AP2,False,True,False,patient0114_2CH_ED_LV.png
AP4,True,False,False,patient0094_4CH_ES_LA.png
AP2,False,True,False,patient0075_2CH_ES_LV.png
AP4,True,False,False,patient0017_4CH_ED_LA.png
AP2,True,False,False,patient0392_2CH_ES_LA.png
AP4,True,False,False,patient0036_4CH_ES_LA.png
AP2,False,True,False,patient0488_2CH_ED_LV.png
AP2,False,True,False,patient0064_2CH_ES_LV.png
AP2,True,False,False,patient0109_2CH_ED_LA.png
AP4,True,False,False,patient0150_4CH_ES_LA.png
AP2,False,True,False,patient0452_2CH_ED_LV.png
AP4,False,True,False,patient0156_4CH_ES_LV.png
AP4,True,False,False,patient0166_4CH_ED_LA.png
AP4,True,False,False,patient0338_4CH_ED_LA.png
AP4,False,True,False,patient0451_4CH_ES_LV.png
AP2,True,False,False,patient0451_2CH_ED_LA.png
AP4,True,False,False,patient0129_4CH_ES_LA.png
AP4,True,False,False,patient0176_4CH_ES_LA.png
AP2,True,False,False,patient0448_2CH_ES_LA.png
AP4,True,False,False,patient0070_4CH_ES_LA.png
AP4,True,False,False,patient0150_4CH_ED_LA.png
AP4,False,True,False,patient0401_4CH_ED_LV.png
AP2,True,False,False,patient0198_2CH_ED_LA.png
AP2,False,True,False,patient0374_2CH_ED_LV.png
AP4,True,False,False,patient0057_4CH_ED_LA.png
AP4,True,False,False,patient0422_4CH_ES_LA.png
AP4,True,False,False,patient0324_4CH_ES_LA.png
AP2,True,False,False,patient0085_2CH_ES_LA.png
AP4,True,False,False,patient0154_4CH_ED_LA.png
AP2,True,False,False,patient0029_2CH_ES_LA.png
AP4,True,False,False,patient0293_4CH_ES_LA.png
AP2,False,True,False,patient0422_2CH_ED_LV.png
AP2,False,True,False,patient0104_2CH_ES_LV.png
AP4,True,False,False,patient0143_4CH_ED_LA.png
AP4,True,False,False,patient0102_4CH_ED_LA.png
AP4,True,False,False,patient0474_4CH_ED_LA.png
AP4,False,True,False,patient0320_4CH_ES_LV.png
AP4,True,False,False,patient0412_4CH_ES_LA.png
AP2,True,False,False,patient0092_2CH_ES_LA.png
AP2,True,False,False,patient0396_2CH_ES_LA.png
AP4,True,False,False,patient0472_4CH_ED_LA.png
AP2,False,True,False,patient0410_2CH_ES_LV.png
AP4,True,False,False,patient0434_4CH_ES_LA.png
AP2,False,True,False,patient0483_2CH_ES_LV.png
AP4,False,True,False,patient0398_4CH_ES_LV.png
AP2,True,False,False,patient0484_2CH_ES_LA.png
AP4,False,True,False,patient0356_4CH_ED_LV.png
AP2,False,True,False,patient0431_2CH_ED_LV.png
AP4,False,True,False,patient0171_4CH_ED_LV.png
AP4,False,True,False,patient0424_4CH_ES_LV.png
AP2,True,False,False,patient0202_2CH_ED_LA.png
AP2,False,True,False,patient0363_2CH_ES_LV.png
AP2,False,True,False,patient0372_2CH_ED_LV.png
AP2,False,True,False,patient0362_2CH_ED_LV.png
AP4,False,True,False,patient0096_4CH_ES_LV.png
AP2,False,True,False,patient0312_2CH_ES_LV.png
AP4,True,False,False,patient0390_4CH_ES_LA.png
AP2,False,True,False,patient0190_2CH_ED_LV.png
AP2,True,False,False,patient0465_2CH_ES_LA.png
AP4,False,True,False,patient0412_4CH_ED_LV.png
AP4,False,True,False,patient0322_4CH_ED_LV.png
AP4,False,True,False,patient0499_4CH_ED_LV.png
AP2,False,True,False,patient0057_2CH_ES_LV.png
AP4,True,False,False,patient0141_4CH_ED_LA.png
AP2,False,True,False,patient0293_2CH_ES_LV.png
AP2,True,False,False,patient0433_2CH_ED_LA.png
AP2,True,False,False,patient0019_2CH_ED_LA.png
AP2,True,False,False,patient0424_2CH_ES_LA.png
AP4,True,False,False,patient0498_4CH_ES_LA.png
AP2,True,False,False,patient0026_2CH_ED_LA.png
AP2,True,False,False,patient0336_2CH_ED_LA.png
AP4,True,False,False,patient0137_4CH_ES_LA.png
AP4,True,False,False,patient0097_4CH_ES_LA.png
AP2,True,False,False,patient0475_2CH_ES_LA.png
AP2,False,True,False,patient0095_2CH_ED_LV.png
AP2,False,True,False,patient0082_2CH_ED_LV.png
AP4,True,False,False,patient0071_4CH_ED_LA.png
AP4,True,False,False,patient0028_4CH_ED_LA.png
AP2,True,False,False,patient0320_2CH_ED_LA.png
AP2,False,True,False,patient0074_2CH_ED_LV.png
AP2,True,False,False,patient0324_2CH_ES_LA.png
AP2,False,True,False,patient0416_2CH_ED_LV.png
AP4,True,False,False,patient0015_4CH_ES_LA.png
AP4,False,True,False,patient0105_4CH_ES_LV.png
AP4,True,False,False,patient0465_4CH_ES_LA.png
AP4,True,False,False,patient0491_4CH_ED_LA.png
AP4,True,False,False,patient0101_4CH_ES_LA.png
AP2,False,True,False,patient0486_2CH_ED_LV.png
AP2,True,False,False,patient0159_2CH_ES_LA.png
AP4,False,True,False,patient0339_4CH_ED_LV.png
AP2,False,True,False,patient0014_2CH_ES_LV.png
AP4,False,True,False,patient0169_4CH_ED_LV.png
AP4,False,True,False,patient0429_4CH_ES_LV.png
AP2,True,False,False,patient0058_2CH_ES_LA.png
AP4,True,False,False,patient0465_4CH_ED_LA.png
AP2,False,True,False,patient0456_2CH_ES_LV.png
AP4,True,False,False,patient0487_4CH_ED_LA.png
AP4,True,False,False,patient0173_4CH_ES_LA.png
AP2,False,True,False,patient0076_2CH_ES_LV.png
AP2,False,True,False,patient0126_2CH_ED_LV.png
AP4,True,False,False,patient0385_4CH_ED_LA.png
AP4,True,False,False,patient0123_4CH_ES_LA.png
AP2,False,True,False,patient0026_2CH_ED_LV.png
AP2,False,True,False,patient0411_2CH_ES_LV.png
AP2,False,True,False,patient0327_2CH_ES_LV.png
AP2,True,False,False,patient0489_2CH_ES_LA.png
AP2,False,True,False,patient0162_2CH_ED_LV.png
AP2,False,True,False,patient0313_2CH_ES_LV.png
AP4,False,True,False,patient0379_4CH_ED_LV.png
AP2,True,False,False,patient0428_2CH_ED_LA.png
AP2,False,True,False,patient0347_2CH_ES_LV.png
AP4,True,False,False,patient0336_4CH_ED_LA.png
AP4,True,False,False,patient0222_4CH_ED_LA.png
AP4,True,False,False,patient0160_4CH_ES_LA.png
AP2,False,True,False,patient0376_2CH_ED_LV.png
AP4,False,True,False,patient0084_4CH_ED_LV.png
AP2,False,True,False,patient0307_2CH_ES_LV.png
AP2,False,True,False,patient0141_2CH_ED_LV.png
AP4,True,False,False,patient0339_4CH_ES_LA.png
AP4,True,False,False,patient0117_4CH_ED_LA.png
AP2,False,True,False,patient0124_2CH_ED_LV.png
AP2,True,False,False,patient0117_2CH_ES_LA.png
AP2,True,False,False,patient0002_2CH_ED_LA.png
AP4,True,False,False,patient0139_4CH_ED_LA.png
AP2,True,False,False,patient0324_2CH_ED_LA.png
AP2,False,True,False,patient0071_2CH_ES_LV.png
AP2,True,False,False,patient0449_2CH_ES_LA.png
AP2,True,False,False,patient0039_2CH_ED_LA.png
AP4,True,False,False,patient0345_4CH_ED_LA.png
AP4,False,True,False,patient0460_4CH_ES_LV.png
AP4,False,True,False,patient0445_4CH_ES_LV.png
AP4,True,False,False,patient0375_4CH_ED_LA.png
AP4,True,False,False,patient0034_4CH_ED_LA.png
AP2,True,False,False,patient0408_2CH_ED_LA.png
AP4,True,False,False,patient0019_4CH_ES_LA.png
AP2,False,True,False,patient0428_2CH_ES_LV.png
AP2,False,True,False,patient0354_2CH_ES_LV.png
AP4,True,False,False,patient0463_4CH_ED_LA.png
AP2,True,False,False,patient0163_2CH_ES_LA.png
AP2,True,False,False,patient0180_2CH_ED_LA.png
AP2,True,False,False,patient0463_2CH_ES_LA.png
AP4,True,False,False,patient0445_4CH_ED_LA.png
AP2,False,True,False,patient0202_2CH_ES_LV.png
AP4,False,True,False,patient0040_4CH_ES_LV.png
AP4,True,False,False,patient0146_4CH_ES_LA.png
AP2,False,True,False,patient0349_2CH_ED_LV.png
AP4,True,False,False,patient0131_4CH_ES_LA.png
AP4,True,False,False,patient0489_4CH_ED_LA.png
AP4,True,False,False,patient0066_4CH_ES_LA.png
AP4,False,True,False,patient0114_4CH_ED_LV.png
AP2,True,False,False,patient0175_2CH_ED_LA.png
AP4,True,False,False,patient0440_4CH_ED_LA.png
AP2,False,True,False,patient0377_2CH_ES_LV.png
AP4,False,True,False,patient0425_4CH_ES_LV.png
AP4,False,True,False,patient0170_4CH_ES_LV.png
AP2,True,False,False,patient0210_2CH_ED_LA.png
AP2,True,False,False,patient0372_2CH_ED_LA.png
AP4,False,True,False,patient0497_4CH_ED_LV.png
AP2,True,False,False,patient0155_2CH_ES_LA.png
AP4,True,False,False,patient0394_4CH_ES_LA.png
AP2,False,True,False,patient0309_2CH_ES_LV.png
AP2,True,False,False,patient0327_2CH_ED_LA.png
AP2,True,False,False,patient0434_2CH_ED_LA.png
AP4,True,False,False,patient0473_4CH_ED_LA.png
AP2,True,False,False,patient0371_2CH_ES_LA.png
AP2,True,False,False,patient0018_2CH_ED_LA.png
AP2,True,False,False,patient0099_2CH_ED_LA.png
AP2,False,True,False,patient0175_2CH_ED_LV.png
AP2,False,True,False,patient0422_2CH_ES_LV.png
AP2,True,False,False,patient0478_2CH_ED_LA.png
AP2,False,True,False,patient0193_2CH_ES_LV.png
AP4,False,True,False,patient0380_4CH_ES_LV.png
AP2,False,True,False,patient0083_2CH_ES_LV.png
AP4,True,False,False,patient0406_4CH_ED_LA.png
AP2,True,False,False,patient0486_2CH_ED_LA.png
AP4,True,False,False,patient0446_4CH_ED_LA.png
AP4,True,False,False,patient0450_4CH_ES_LA.png
AP2,False,True,False,patient0012_2CH_ES_LV.png
AP2,False,True,False,patient0356_2CH_ED_LV.png
AP2,True,False,False,patient0050_2CH_ES_LA.png
AP2,False,True,False,patient0420_2CH_ES_LV.png
AP2,False,True,False,patient0307_2CH_ED_LV.png
AP4,False,True,False,patient0099_4CH_ES_LV.png
AP4,True,False,False,patient0437_4CH_ES_LA.png
AP2,True,False,False,patient0431_2CH_ED_LA.png
AP2,False,True,False,patient0442_2CH_ED_LV.png
AP2,False,True,False,patient0406_2CH_ES_LV.png
AP4,False,True,False,patient0366_4CH_ES_LV.png
AP4,False,True,False,patient0457_4CH_ES_LV.png
AP4,False,True,False,patient0087_4CH_ES_LV.png
AP2,True,False,False,patient0331_2CH_ES_LA.png
AP2,False,True,False,patient0207_2CH_ED_LV.png
AP4,False,True,False,patient0093_4CH_ED_LV.png
AP2,False,True,False,patient0399_2CH_ED_LV.png
AP4,False,True,False,patient0426_4CH_ED_LV.png
AP4,True,False,False,patient0441_4CH_ED_LA.png
AP2,True,False,False,patient0431_2CH_ES_LA.png
AP2,False,True,False,patient0366_2CH_ED_LV.png
AP4,False,True,False,patient0084_4CH_ES_LV.png
AP4,True,False,False,patient0368_4CH_ES_LA.png
AP4,False,True,False,patient0410_4CH_ES_LV.png
AP4,True,False,False,patient0434_4CH_ED_LA.png
AP2,True,False,False,patient0497_2CH_ES_LA.png
AP4,True,False,False,patient0119_4CH_ED_LA.png
AP2,False,True,False,patient0211_2CH_ED_LV.png
AP2,False,True,False,patient0004_2CH_ES_LV.png
AP2,True,False,False,patient0430_2CH_ES_LA.png
AP2,False,True,False,patient0391_2CH_ED_LV.png
AP2,False,True,False,patient0478_2CH_ED_LV.png
AP2,True,False,False,patient0123_2CH_ES_LA.png
AP2,True,False,False,patient0104_2CH_ES_LA.png
AP2,True,False,False,patient0408_2CH_ES_LA.png
AP4,True,False,False,patient0069_4CH_ES_LA.png
AP2,False,True,False,patient0032_2CH_ED_LV.png
AP4,True,False,False,patient0361_4CH_ES_LA.png
AP4,True,False,False,patient0082_4CH_ES_LA.png
AP2,False,True,False,patient0398_2CH_ES_LV.png
AP2,True,False,False,patient0098_2CH_ED_LA.png
AP2,False,True,False,patient0109_2CH_ED_LV.png
AP2,False,True,False,patient0153_2CH_ES_LV.png
AP4,False,True,False,patient0006_4CH_ES_LV.png
AP4,False,True,False,patient0370_4CH_ED_LV.png
AP2,False,True,False,patient0323_2CH_ES_LV.png
AP2,False,True,False,patient0316_2CH_ED_LV.png
AP4,True,False,False,patient0337_4CH_ES_LA.png
AP2,True,False,False,patient0358_2CH_ED_LA.png
AP2,True,False,False,patient0418_2CH_ED_LA.png
AP4,True,False,False,patient0398_4CH_ES_LA.png
AP4,False,True,False,patient0335_4CH_ES_LV.png
AP2,True,False,False,patient0108_2CH_ED_LA.png
AP4,True,False,False,patient0435_4CH_ES_LA.png
AP2,True,False,False,patient0488_2CH_ES_LA.png
AP2,False,True,False,patient0151_2CH_ES_LV.png
AP2,True,False,False,patient0185_2CH_ES_LA.png
AP2,True,False,False,patient0028_2CH_ED_LA.png
AP4,True,False,False,patient0475_4CH_ED_LA.png
AP4,False,True,False,patient0302_4CH_ED_LV.png
AP2,False,True,False,patient0210_2CH_ED_LV.png
AP2,False,True,False,patient0390_2CH_ES_LV.png
AP2,True,False,False,patient0155_2CH_ED_LA.png
AP2,True,False,False,patient0281_2CH_ED_LA.png
AP2,True,False,False,patient0387_2CH_ES_LA.png
AP4,True,False,False,patient0462_4CH_ES_LA.png
AP4,False,True,False,patient0164_4CH_ES_LV.png
AP2,False,True,False,patient0166_2CH_ES_LV.png
AP2,True,False,False,patient0492_2CH_ED_LA.png
AP2,False,True,False,patient0451_2CH_ES_LV.png
AP4,False,True,False,patient0133_4CH_ED_LV.png
AP2,False,True,False,patient0457_2CH_ES_LV.png
AP4,True,False,False,patient0416_4CH_ES_LA.png
AP4,True,False,False,patient0118_4CH_ES_LA.png
AP4,False,True,False,patient0307_4CH_ED_LV.png
AP2,False,True,False,patient0446_2CH_ED_LV.png
AP4,True,False,False,patient0362_4CH_ES_LA.png
AP4,True,False,False,patient0447_4CH_ED_LA.png
AP4,False,True,False,patient0190_4CH_ES_LV.png
AP2,True,False,False,patient0398_2CH_ES_LA.png
AP2,True,False,False,patient0084_2CH_ES_LA.png
AP4,True,False,False,patient0307_4CH_ES_LA.png
AP4,False,True,False,patient0162_4CH_ED_LV.png
AP2,False,True,False,patient0384_2CH_ED_LV.png
AP4,True,False,False,patient0431_4CH_ES_LA.png
AP2,True,False,False,patient0168_2CH_ES_LA.png
AP4,False,True,False,patient0414_4CH_ED_LV.png
AP2,True,False,False,patient0477_2CH_ED_LA.png
AP2,True,False,False,patient0030_2CH_ED_LA.png
AP4,True,False,False,patient0449_4CH_ES_LA.png
AP2,True,False,False,patient0417_2CH_ES_LA.png
AP2,False,True,False,patient0386_2CH_ED_LV.png
AP2,True,False,False,patient0032_2CH_ED_LA.png
AP4,False,True,False,patient0131_4CH_ES_LV.png
AP2,True,False,False,patient0146_2CH_ED_LA.png
AP4,False,True,False,patient0150_4CH_ES_LV.png
AP2,False,True,False,patient0042_2CH_ED_LV.png
AP4,True,False,False,patient0490_4CH_ED_LA.png
AP2,False,True,False,patient0040_2CH_ES_LV.png
AP4,True,False,False,patient0412_4CH_ED_LA.png
AP2,True,False,False,patient0435_2CH_ED_LA.png
AP4,True,False,False,patient0153_4CH_ED_LA.png
AP2,True,False,False,patient0036_2CH_ES_LA.png
AP2,True,False,False,patient0093_2CH_ES_LA.png
AP4,True,False,False,patient0469_4CH_ES_LA.png
AP2,True,False,False,patient0399_2CH_ED_LA.png
AP2,False,True,False,patient0102_2CH_ED_LV.png
AP2,True,False,False,patient0361_2CH_ES_LA.png
AP4,True,False,False,patient0151_4CH_ES_LA.png
AP4,False,True,False,patient0128_4CH_ED_LV.png
AP2,False,True,False,patient0365_2CH_ES_LV.png
AP4,False,True,False,patient0092_4CH_ES_LV.png
AP2,True,False,False,patient0181_2CH_ED_LA.png
AP2,True,False,False,patient0499_2CH_ES_LA.png
AP4,True,False,False,patient0081_4CH_ES_LA.png
AP4,False,True,False,patient0378_4CH_ES_LV.png
AP2,True,False,False,patient0453_2CH_ED_LA.png
AP2,False,True,False,patient0390_2CH_ED_LV.png
AP4,True,False,False,patient0408_4CH_ED_LA.png
AP4,True,False,False,patient0065_4CH_ES_LA.png
AP2,False,True,False,patient0445_2CH_ED_LV.png
AP2,True,False,False,patient0414_2CH_ED_LA.png
AP2,True,False,False,patient0072_2CH_ED_LA.png
AP2,True,False,False,patient0473_2CH_ED_LA.png
AP4,True,False,False,patient0383_4CH_ES_LA.png
AP2,True,False,False,patient0075_2CH_ED_LA.png
AP2,True,False,False,patient0295_2CH_ES_LA.png
AP2,True,False,False,patient0498_2CH_ES_LA.png
AP4,True,False,False,patient0095_4CH_ES_LA.png
AP2,False,True,False,patient0088_2CH_ES_LV.png
AP4,False,True,False,patient0042_4CH_ED_LV.png
AP2,False,True,False,patient0204_2CH_ES_LV.png
AP2,False,True,False,patient0105_2CH_ES_LV.png
AP4,False,True,False,patient0455_4CH_ED_LV.png
AP2,True,False,False,patient0500_2CH_ES_LA.png
AP4,False,True,False,patient0302_4CH_ES_LV.png
AP4,True,False,False,patient0193_4CH_ES_LA.png
AP4,True,False,False,patient0212_4CH_ED_LA.png
AP2,False,True,False,patient0154_2CH_ED_LV.png
AP2,False,True,False,patient0474_2CH_ED_LV.png
AP4,True,False,False,patient0073_4CH_ES_LA.png
AP2,False,True,False,patient0177_2CH_ES_LV.png
AP4,True,False,False,patient0165_4CH_ED_LA.png
AP2,False,True,False,patient0097_2CH_ED_LV.png
AP4,True,False,False,patient0327_4CH_ED_LA.png
AP4,True,False,False,patient0140_4CH_ES_LA.png
AP2,False,True,False,patient0405_2CH_ES_LV.png
AP2,True,False,False,patient0479_2CH_ED_LA.png
AP2,True,False,False,patient0058_2CH_ED_LA.png
AP2,True,False,False,patient0007_2CH_ED_LA.png
AP4,False,True,False,patient0091_4CH_ES_LV.png
AP4,False,True,False,patient0466_4CH_ED_LV.png
AP4,False,True,False,patient0356_4CH_ES_LV.png
AP2,False,True,False,patient0331_2CH_ED_LV.png
AP2,True,False,False,patient0222_2CH_ED_LA.png
AP2,False,True,False,patient0110_2CH_ES_LV.png
AP4,True,False,False,patient0137_4CH_ED_LA.png
AP2,True,False,False,patient0479_2CH_ES_LA.png
AP2,True,False,False,patient0336_2CH_ES_LA.png
AP2,True,False,False,patient0462_2CH_ES_LA.png
AP4,False,True,False,patient0393_4CH_ED_LV.png
AP4,False,True,False,patient0359_4CH_ED_LV.png
AP4,True,False,False,patient0300_4CH_ED_LA.png
AP4,False,True,False,patient0399_4CH_ES_LV.png
AP2,False,True,False,patient0278_2CH_ES_LV.png
AP4,True,False,False,patient0229_4CH_ES_LA.png
AP4,True,False,False,patient0036_4CH_ED_LA.png
AP2,False,True,False,patient0046_2CH_ED_LV.png
AP4,False,True,False,patient0089_4CH_ED_LV.png
AP4,True,False,False,patient0312_4CH_ED_LA.png
AP4,False,True,False,patient0484_4CH_ES_LV.png
AP2,False,True,False,patient0085_2CH_ED_LV.png
AP2,True,False,False,patient0130_2CH_ED_LA.png
AP4,True,False,False,patient0381_4CH_ES_LA.png
AP2,True,False,False,patient0293_2CH_ED_LA.png
AP4,True,False,False,patient0481_4CH_ES_LA.png
AP4,False,True,False,patient0422_4CH_ES_LV.png
AP2,True,False,False,patient0087_2CH_ED_LA.png
AP4,False,True,False,patient0401_4CH_ES_LV.png
AP4,True,False,False,patient0060_4CH_ED_LA.png
AP2,False,True,False,patient0429_2CH_ED_LV.png
AP4,False,True,False,patient0131_4CH_ED_LV.png
AP2,True,False,False,patient0198_2CH_ES_LA.png
AP4,True,False,False,patient0364_4CH_ES_LA.png
AP2,True,False,False,patient0054_2CH_ES_LA.png
AP4,False,True,False,patient0156_4CH_ED_LV.png
AP2,False,True,False,patient0383_2CH_ED_LV.png
AP2,False,True,False,patient0386_2CH_ES_LV.png
AP2,False,True,False,patient0050_2CH_ED_LV.png
AP4,True,False,False,patient0347_4CH_ED_LA.png
AP4,True,False,False,patient0350_4CH_ED_LA.png
AP4,True,False,False,patient0369_4CH_ES_LA.png
AP2,True,False,False,patient0136_2CH_ES_LA.png
AP4,True,False,False,patient0426_4CH_ES_LA.png
AP2,True,False,False,patient0001_2CH_ED_LA.png
AP4,False,True,False,patient0016_4CH_ED_LV.png
AP4,False,True,False,patient0137_4CH_ED_LV.png
AP4,False,True,False,patient0146_4CH_ED_LV.png
AP2,False,True,False,patient0301_2CH_ED_LV.png
AP2,True,False,False,patient0212_2CH_ED_LA.png
AP4,True,False,False,patient0467_4CH_ES_LA.png
AP4,True,False,False,patient0335_4CH_ES_LA.png
AP4,True,False,False,patient0046_4CH_ES_LA.png
AP2,True,False,False,patient0146_2CH_ES_LA.png
AP4,False,True,False,patient0432_4CH_ED_LV.png
AP4,True,False,False,patient0483_4CH_ED_LA.png
AP4,True,False,False,patient0293_4CH_ED_LA.png
AP2,True,False,False,patient0398_2CH_ED_LA.png
AP4,True,False,False,patient0405_4CH_ED_LA.png
AP4,False,True,False,patient0456_4CH_ES_LV.png
AP2,False,True,False,patient0151_2CH_ED_LV.png
AP2,True,False,False,patient0103_2CH_ED_LA.png
AP4,True,False,False,patient0470_4CH_ES_LA.png
AP2,False,True,False,patient0036_2CH_ES_LV.png
AP2,False,True,False,patient0499_2CH_ES_LV.png
AP2,True,False,False,patient0482_2CH_ED_LA.png
AP2,False,True,False,patient0171_2CH_ES_LV.png
AP2,False,True,False,patient0171_2CH_ED_LV.png
AP4,False,True,False,patient0097_4CH_ES_LV.png
AP2,True,False,False,patient0119_2CH_ES_LA.png
AP2,False,True,False,patient0222_2CH_ES_LV.png
AP4,False,True,False,patient0410_4CH_ED_LV.png
AP4,True,False,False,patient0075_4CH_ED_LA.png
AP2,False,True,False,patient0060_2CH_ES_LV.png
AP4,False,True,False,patient0163_4CH_ED_LV.png
AP4,False,True,False,patient0416_4CH_ES_LV.png
AP2,False,True,False,patient0401_2CH_ED_LV.png
AP4,False,True,False,patient0025_4CH_ES_LV.png
AP4,True,False,False,patient0353_4CH_ES_LA.png
AP4,True,False,False,patient0168_4CH_ED_LA.png
AP4,True,False,False,patient0092_4CH_ES_LA.png
AP4,True,False,False,patient0021_4CH_ES_LA.png
AP4,True,False,False,patient0438_4CH_ED_LA.png
AP4,True,False,False,patient0471_4CH_ED_LA.png
AP4,True,False,False,patient0327_4CH_ES_LA.png
AP2,False,True,False,patient0326_2CH_ED_LV.png
AP4,True,False,False,patient0055_4CH_ED_LA.png
AP2,False,True,False,patient0474_2CH_ES_LV.png
AP2,False,True,False,patient0099_2CH_ES_LV.png
AP4,False,True,False,patient0354_4CH_ED_LV.png
AP2,True,False,False,patient0203_2CH_ED_LA.png
AP2,False,True,False,patient0173_2CH_ED_LV.png
AP2,True,False,False,patient0391_2CH_ED_LA.png
AP2,False,True,False,patient0084_2CH_ED_LV.png
AP4,True,False,False,patient0418_4CH_ES_LA.png
AP2,True,False,False,patient0461_2CH_ED_LA.png
AP2,True,False,False,patient0471_2CH_ES_LA.png
AP2,True,False,False,patient0112_2CH_ES_LA.png
AP2,True,False,False,patient0185_2CH_ED_LA.png
AP4,True,False,False,patient0022_4CH_ES_LA.png
AP2,False,True,False,patient0082_2CH_ES_LV.png
AP4,False,True,False,patient0449_4CH_ES_LV.png
AP2,False,True,False,patient0066_2CH_ES_LV.png
AP2,False,True,False,patient0070_2CH_ED_LV.png
AP2,False,True,False,patient0355_2CH_ES_LV.png
AP2,False,True,False,patient0022_2CH_ED_LV.png
AP4,True,False,False,patient0111_4CH_ED_LA.png
AP2,True,False,False,patient0441_2CH_ES_LA.png
AP4,True,False,False,patient0378_4CH_ED_LA.png
AP4,False,True,False,patient0497_4CH_ES_LV.png
AP2,True,False,False,patient0193_2CH_ES_LA.png
AP2,False,True,False,patient0359_2CH_ES_LV.png
AP4,True,False,False,patient0109_4CH_ED_LA.png
AP4,False,True,False,patient0383_4CH_ED_LV.png
AP2,True,False,False,patient0088_2CH_ES_LA.png
AP4,False,True,False,patient0054_4CH_ED_LV.png
AP4,True,False,False,patient0030_4CH_ED_LA.png
AP4,True,False,False,patient0139_4CH_ES_LA.png
AP4,True,False,False,patient0482_4CH_ED_LA.png
AP4,True,False,False,patient0370_4CH_ES_LA.png
AP4,True,False,False,patient0466_4CH_ED_LA.png
AP4,False,True,False,patient0086_4CH_ES_LV.png
AP4,True,False,False,patient0384_4CH_ED_LA.png
AP4,True,False,False,patient0466_4CH_ES_LA.png
AP2,False,True,False,patient0186_2CH_ED_LV.png
AP4,False,True,False,patient0330_4CH_ES_LV.png
AP2,True,False,False,patient0178_2CH_ES_LA.png
AP2,False,True,False,patient0192_2CH_ES_LV.png
AP2,True,False,False,patient0409_2CH_ED_LA.png
AP2,True,False,False,patient0293_2CH_ES_LA.png
AP2,True,False,False,patient0188_2CH_ED_LA.png
AP4,True,False,False,patient0174_4CH_ES_LA.png
AP4,False,True,False,patient0378_4CH_ED_LV.png
